index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
57,000099.SZ,99,中信海直,深圳,空运,中信海洋直升机股份有限公司,主板,SZSE,20000731,N
58,000100.SZ,100,TCL科技,广东,元器件,TCL科技集团股份有限公司,主板,SZSE,20040130,S
59,000150.SZ,150,宜华健康,广东,医疗保健,宜华健康医疗股份有限公司,主板,SZSE,20000807,N
60,000151.SZ,151,中成股份,北京,商贸代理,中成进出口股份有限公司,主板,SZSE,20000906,N
61,000153.SZ,153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,主板,SZSE,20000920,N
62,000155.SZ,155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,主板,SZSE,20000926,N
63,000156.SZ,156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,主板,SZSE,20000906,S
64,000157.SZ,157,中联重科,湖南,工程机械,中联重科股份有限公司,主板,SZSE,20001012,S
65,000158.SZ,158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,主板,SZSE,20000724,S
66,000159.SZ,159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,主板,SZSE,20000926,N
67,000166.SZ,166,申万宏源,新疆,证券,申万宏源集团股份有限公司,主板,SZSE,20150126,S
68,000301.SZ,301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,主板,SZSE,20000529,S
69,000333.SZ,333,美的集团,广东,家用电器,美的集团股份有限公司,主板,SZSE,20130918,S
70,000338.SZ,338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,主板,SZSE,20070430,S
71,000400.SZ,400,许继电气,河南,电气设备,许继电气股份有限公司,主板,SZSE,19970418,S
72,000401.SZ,401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,主板,SZSE,19960614,S
73,000402.SZ,402,金融街,北京,全国地产,金融街控股股份有限公司,主板,SZSE,19960626,S
74,000403.SZ,403,双林生物,山西,生物制药,南方双林生物制药股份有限公司,主板,SZSE,19960628,N
75,000404.SZ,404,长虹华意,江西,专用机械,长虹华意压缩机股份有限公司,主板,SZSE,19960619,N
76,000407.SZ,407,胜利股份,山东,供气供热,山东胜利股份有限公司,主板,SZSE,19960703,N
77,000408.SZ,408,藏格控股,青海,农药化肥,藏格控股股份有限公司,主板,SZSE,19960628,N
78,000409.SZ,409,ST地矿,山东,综合类,山东地矿股份有限公司,主板,SZSE,19960627,N
79,000410.SZ,410,*ST沈机,辽宁,机床制造,沈阳机床股份有限公司,主板,SZSE,19960718,N
80,000411.SZ,411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,主板,SZSE,19960716,N
81,000413.SZ,413,东旭光电,河北,元器件,东旭光电科技股份有限公司,主板,SZSE,19960925,S
82,000415.SZ,415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,主板,SZSE,19960716,S
83,000416.SZ,416,民生控股,山东,多元金融,民生控股股份有限公司,主板,SZSE,19960719,N
84,000417.SZ,417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,主板,SZSE,19960812,N
85,000419.SZ,419,通程控股,湖南,百货,长沙通程控股股份有限公司,主板,SZSE,19960816,N
86,000420.SZ,420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,主板,SZSE,19960802,N
87,000421.SZ,421,南京公用,江苏,供气供热,南京公用发展股份有限公司,主板,SZSE,19960806,N
88,000422.SZ,422,ST宜化,湖北,农药化肥,湖北宜化化工股份有限公司,主板,SZSE,19960815,N
89,000423.SZ,423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,主板,SZSE,19960729,S
90,000425.SZ,425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,主板,SZSE,19960828,S
91,000426.SZ,426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,主板,SZSE,19960828,N
92,000428.SZ,428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,主板,SZSE,19960808,N
93,000429.SZ,429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,主板,SZSE,19980220,S
94,000430.SZ,430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,主板,SZSE,19960829,N
95,000488.SZ,488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,主板,SZSE,20001120,S
96,000498.SZ,498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,主板,SZSE,19970609,N
97,000501.SZ,501,鄂武商A,湖北,百货,武汉武商集团股份有限公司,主板,SZSE,19921120,S
98,000502.SZ,502,绿景控股,广东,医疗保健,绿景控股股份有限公司,主板,SZSE,19921123,N
99,000503.SZ,503,国新健康,海南,医疗保健,国新健康保障服务集团股份有限公司,主板,SZSE,19921130,N
100,000504.SZ,504,*ST生物,湖南,环境保护,南华生物医药股份有限公司,主板,SZSE,19921208,N
101,000505.SZ,505,京粮控股,海南,食品,海南京粮控股股份有限公司,主板,SZSE,19921221,N
102,000506.SZ,506,中润资源,山东,黄金,中润资源投资股份有限公司,主板,SZSE,19930312,N
103,000507.SZ,507,珠海港,广东,港口,珠海港股份有限公司,主板,SZSE,19930326,N
104,000509.SZ,509,华塑控股,四川,其他建材,华塑控股股份有限公司,主板,SZSE,19930507,N
105,000510.SZ,510,新金路,四川,化工原料,四川新金路集团股份有限公司,主板,SZSE,19930507,N
106,000513.SZ,513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,主板,SZSE,19931028,S
107,000514.SZ,514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,主板,SZSE,19930712,N
108,000516.SZ,516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,主板,SZSE,19930809,S
109,000517.SZ,517,荣安地产,浙江,区域地产,荣安地产股份有限公司,主板,SZSE,19930806,S
110,000518.SZ,518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,主板,SZSE,19930908,N
