trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160217,002103.SZ,广博股份,21.2,10.02,0.0,67151.385,14.2065,515346592.0,09:25:02,09:25:02,0,100.0,U
20160217,300499.SZ,高澜股份,39.61,10.0,0.0,27294.32,28.817,190278528.0,09:25:11,09:25:11,0,100.0,U
20160217,300500.SZ,苏州设计,44.08,10.01,0.0,43709.726,20.9807,138724176.0,09:25:11,09:25:11,0,100.0,U
20160217,300501.SZ,海顺新材,46.43,10.0,0.0,20352.588,20.8378,129451528.0,09:25:11,09:25:11,0,100.0,U
20160217,601900.SH,南方传媒,10.68,9.99,0.0,86222.186,28.2356,509931808.0,09:25:31,09:25:31,0,100.0,U
20160217,603377.SH,东方时尚,31.44,10.01,0.0,15325.64,18.5863,292177024.0,09:25:31,09:25:31,0,100.0,U
20160217,000960.SZ,锡业股份,10.21,10.02,0.0,751.7048,3.9681,466411264.0,09:25:05,09:25:05,0,91.30967,U
20160217,000155.SZ,*ST川化,7.46,5.07,0.0,529.7732,0.8972,31458186.0,09:25:02,09:25:02,0,83.54206,U
20160217,600712.SH,南宁百货,11.0,10.0,3.2,148.0708,1.7398,102909184.0,09:30:17,09:30:17,0,76.69407,U
20160217,600288.SH,大恒科技,14.16,10.02,0.0,280.4337,2.8119,173917856.0,09:25:31,09:25:31,0,74.81518,U
20160217,000022.SZ,深赤湾Ａ,17.26,10.01,4.84,90.8541,0.6882,55218488.0,09:31:29,09:31:29,0,74.279816,U
20160217,000520.SZ,长航凤凰,12.49,10.04,0.0,247.1625,1.865,235755184.0,09:25:02,09:25:02,0,73.65069,U
20160217,002504.SZ,弘高创意,23.83,10.02,0.0,240.7944,4.4396,146526784.0,09:25:02,09:25:02,0,73.4278,U
20160217,002592.SZ,八菱科技,34.96,10.01,3.74,82.1712,1.2893,54281308.0,09:30:05,09:30:05,0,69.54159,U
20160217,002253.SZ,川大智胜,42.23,10.0,0.0,101.1161,1.4397,76951800.0,09:25:02,09:25:02,0,68.53906,U
20160217,002423.SZ,中原特钢,14.54,9.98,0.0,96.5537,0.6741,45624064.0,09:25:02,09:25:02,0,68.37938,U
20160217,002375.SZ,亚厦股份,12.17,10.04,0.0,86.89,0.8241,113321968.0,09:25:02,09:25:02,0,68.04115,U
20160217,600318.SH,巢东股份,25.98,9.99,0.0,57.4008,0.4803,30199152.0,09:25:31,09:25:31,0,67.009026,U
20160217,600283.SH,钱江水利,14.71,10.02,0.0,49.0894,0.9466,39731664.0,09:25:31,09:25:31,0,66.718124,U
20160217,000567.SZ,海德股份,30.82,9.99,5.42,57.4979,1.1534,53448076.0,09:31:44,09:31:44,0,65.38746,U
20160217,600053.SH,九鼎投资,42.24,10.0,4.92,34.533,0.404,73977192.0,09:32:58,09:32:58,0,63.553497,U
20160217,600148.SH,长春一东,21.81,9.98,11.6,89.507,3.072,94817424.0,09:54:16,09:54:16,0,62.5043,U
20160217,600531.SH,豫光金铅,23.45,9.99,8.63,5.7649,1.0838,75040096.0,13:52:46,13:52:46,0,62.000687,U
20160217,002431.SZ,棕榈园林,21.58,9.99,4.43,9.1121,1.115,72959496.0,09:33:08,13:53:03,2,61.536957,U
20160217,002043.SZ,兔 宝 宝,12.3,10.02,4.47,3.4771,0.5346,30872114.0,09:32:20,13:51:39,42,60.904434,U
20160217,000017.SZ,深中华A,13.51,10.02,9.85,5.5679,0.5304,21711448.0,14:23:40,14:23:40,0,60.73331,U
20160217,300376.SZ,易事特,55.91,9.99,9.82,4.9463,0.98,34347580.0,13:55:39,13:55:39,0,60.723625,U
20160217,600760.SH,中航黑豹,11.14,9.97,9.58,52.0271,1.9273,74060808.0,09:44:59,09:44:59,0,60.71908,U
20160217,000503.SZ,海虹控股,24.61,10.01,1.16,14.3063,0.4537,100259520.0,09:25:02,11:08:31,2,60.29332,U
20160217,600242.SH,*ST中昌,12.16,5.01,5.44,3.1359,0.0631,2052510.8,14:03:02,14:24:56,3,59.876743,U
20160217,000068.SZ,*ST华赛,10.21,5.04,5.97,8.0094,0.0879,8045020.5,14:43:53,14:43:53,0,59.83533,U
20160217,300486.SZ,东杰智能,36.89,9.99,6.65,6.651,1.0759,13779853.0,13:56:57,14:03:15,11,59.068893,U
20160217,002668.SZ,奥马电器,63.66,10.01,7.36,12.8256,0.9323,67595968.0,09:45:12,14:39:05,1,58.96918,U
20160217,600841.SH,上柴股份,11.58,9.97,11.21,48.8839,0.6889,41634884.0,09:43:09,09:43:09,0,58.712837,U
20160217,603169.SH,兰石重装,14.28,10.02,11.17,46.1235,1.1924,65845648.0,10:01:17,10:01:17,0,58.501972,U
20160217,600501.SH,航天晨光,21.38,9.98,9.98,33.4418,0.7763,64606960.0,09:41:44,09:41:44,0,58.402996,U
20160217,000972.SZ,新中基,7.99,10.06,7.99,9.3021,0.8131,50110068.0,13:18:10,13:23:10,3,57.98087,U
20160217,600648.SH,外高桥,19.48,9.99,10.39,28.9387,0.3787,68968624.0,10:41:13,10:41:13,0,57.522808,U
20160217,000620.SZ,新华联,8.05,9.97,8.2,7.1028,0.1449,18633336.0,10:00:34,13:09:49,6,57.517517,U
20160217,002075.SZ,沙钢股份,9.92,9.98,8.54,8.8778,0.3571,78175208.0,09:57:24,10:06:55,2,57.36564,U
20160217,002671.SZ,龙泉股份,11.55,10.0,8.57,56.0743,2.2735,84045552.0,10:11:10,10:13:58,5,57.1511,U
20160217,600877.SH,中国嘉陵,6.94,9.98,10.78,28.7271,0.7825,37324112.0,09:47:55,09:47:55,0,57.131832,U
20160217,000760.SZ,斯太尔,14.03,10.04,11.14,29.1869,1.5148,70469800.0,10:16:04,10:16:04,0,56.854424,U
20160217,000018.SZ,神州长城,54.57,10.0,9.92,9.4767,1.7574,95633000.0,10:14:52,14:03:33,3,56.11554,U
20160217,600602.SH,仪电电子,9.85,10.06,10.5,14.6765,0.4287,37144292.0,09:39:04,09:39:04,0,55.989082,U
20160217,300414.SZ,中光防雷,33.54,10.0,11.61,24.9736,1.7896,25293588.0,14:44:56,14:44:56,0,55.976837,U
20160217,002093.SZ,国脉科技,10.35,9.99,10.84,16.2638,0.4138,36528640.0,13:44:47,13:44:47,0,55.807068,U
20160217,601010.SH,文峰股份,6.04,10.02,11.84,23.6265,0.4004,44695632.0,14:45:19,14:45:19,0,55.54267,U
20160217,002280.SZ,联络互动,46.37,10.01,11.03,13.8871,0.7782,90883016.0,14:37:17,14:37:17,0,55.397617,U
20160217,000615.SZ,湖北金环,18.69,10.01,11.71,19.1419,2.9968,118555592.0,13:34:44,13:34:44,0,55.35403,U
20160217,000953.SZ,河池化工,11.79,9.98,11.57,14.5443,0.5017,17392644.0,14:33:17,14:33:17,0,54.90951,U
20160217,600378.SH,天科股份,14.86,9.99,11.25,9.3386,0.6936,30629432.0,13:52:31,14:52:05,29,54.718536,U
20160217,002535.SZ,林州重机,9.31,10.05,11.23,8.7093,0.4932,14863202.0,14:12:13,14:12:13,0,54.66559,U
20160217,002634.SZ,棒杰股份,42.3,10.01,12.28,17.753,2.4644,73252264.0,14:10:34,14:10:34,0,54.61852,U
20160217,002609.SZ,捷顺科技,16.14,10.02,6.68,11.941,0.9631,44576080.0,09:37:30,11:16:46,80,54.562252,U
20160217,300023.SZ,宝德股份,44.18,10.01,11.65,7.2943,1.1712,25721110.0,13:50:42,13:50:42,0,54.137985,U
20160217,002189.SZ,利达光电,30.28,9.99,11.48,3.2111,0.3304,19862954.0,14:05:30,14:05:30,0,53.857635,U
20160217,300450.SZ,先导智能,111.02,10.0,7.95,14.5967,2.9674,112011624.0,09:35:44,11:00:01,9,53.658047,U
20160217,002717.SZ,岭南园林,39.34,10.01,12.08,5.9562,0.5845,35225824.0,14:14:04,14:14:04,0,53.54484,U
20160217,002355.SZ,兴民钢圈,23.44,10.0,12.39,5.7498,0.437,35094836.0,14:47:02,14:47:02,0,53.206833,U
20160217,600721.SH,百花村,20.24,10.0,12.07,2.291,0.2043,10275605.0,10:30:06,14:15:09,8,53.16931,U
20160217,000930.SZ,中粮生化,12.82,10.04,10.39,32.0589,1.7256,213346016.0,10:03:13,10:07:07,1,52.902164,U
20160217,002416.SZ,爱施德,17.71,10.0,13.73,14.2628,0.7054,121166552.0,13:51:48,13:51:48,0,52.73155,U
20160217,600097.SH,开创国际,15.62,10.0,9.79,22.8104,1.4044,44443444.0,14:21:55,14:26:11,6,52.561256,U
20160217,002751.SZ,易尚展示,106.99,10.0,13.36,5.5601,1.0478,39369432.0,14:31:35,14:31:35,0,52.248398,U
20160217,601618.SH,中国中冶,4.46,10.12,10.62,27.7093,0.2791,202173536.0,10:10:23,10:16:54,1,52.164886,U
20160217,600415.SH,小商品城,7.29,9.95,10.26,19.5032,0.3756,149027424.0,10:14:09,13:52:11,41,51.709103,U
20160217,000627.SZ,天茂集团,8.38,9.97,9.45,1.2796,0.0539,6112372.0,13:26:01,14:43:26,43,50.680656,U
20160217,600012.SH,皖通高速,14.09,9.99,9.99,4.9545,0.1131,18576256.0,10:50:39,11:09:11,4,50.511112,U
20160217,600693.SH,东百集团,16.51,9.99,9.99,3.6482,0.1351,7635165.0,14:29:31,14:39:18,9,50.38157,U
20160217,600577.SH,精达股份,4.76,9.93,10.85,11.9563,0.3388,22887010.0,14:17:04,14:32:12,9,50.36257,U
20160217,002586.SZ,围海股份,10.45,10.0,9.79,1.3533,0.0953,6889476.0,09:43:57,14:30:31,10,50.35009,U
20160217,600737.SH,中粮屯河,11.62,10.04,10.42,7.0955,0.5923,91037856.0,11:24:33,14:41:08,3,50.319164,U
20160217,300207.SZ,欣旺达,23.3,10.01,10.72,9.0201,0.5016,49965752.0,13:59:57,14:20:52,2,50.207092,U
20160217,000810.SZ,创维数字,15.6,10.01,11.42,9.5772,0.7648,46809596.0,10:48:42,14:07:51,5,49.575966,U
20160217,002392.SZ,北京利尔,5.79,10.08,11.22,7.5129,0.4255,14462627.0,14:06:30,14:35:50,11,49.55257,U
20160217,000633.SZ,合金投资,10.32,10.02,11.62,10.3829,0.4109,16329005.0,13:07:37,13:16:34,11,49.438835,U
20160217,300443.SZ,金雷风电,214.83,10.0,11.13,4.9238,0.4776,14437650.0,14:50:47,14:53:03,4,49.38626,U
20160217,603299.SH,井神股份,18.58,10.01,11.66,7.0658,3.4107,57034188.0,10:08:33,13:36:49,12,49.21712,U
20160217,603030.SH,全筑股份,29.72,9.99,11.14,1.863,0.2077,2469434.8,13:52:11,14:38:08,15,49.05669,U
20160217,002453.SZ,天马精化,9.42,10.05,11.21,1.994,0.1205,6098272.5,14:46:23,14:49:20,3,48.99543,U
20160217,002036.SZ,汉麻产业,25.11,9.99,11.87,7.554,0.6494,41721748.0,14:29:49,14:41:41,2,48.91787,U
20160217,300083.SZ,劲胜精密,40.23,10.01,11.98,6.0457,1.1414,92768088.0,10:53:00,14:28:52,59,48.68164,U
20160217,002086.SZ,东方海洋,19.77,10.02,11.74,3.5799,0.3052,14348908.0,14:07:03,14:44:38,9,48.633247,U
20160217,002679.SZ,福建金森,22.32,10.0,11.43,0.092,0.0041,127224.0,14:48:44,14:49:35,3,48.57941,U
20160217,600116.SH,三峡水利,26.08,10.0,12.06,0.9992,0.2577,19896066.0,14:12:34,14:36:18,14,48.052803,U
20160217,000505.SZ,珠江控股,9.77,10.02,12.5,3.6343,0.3451,12151966.0,13:36:32,14:30:01,3,47.880684,U
20160217,300407.SZ,凯发电气,40.33,10.01,19.91,0.6331,0.0794,1089353.6,13:16:13,14:34:59,25,40.157284,U
20160217,601011.SH,宝泰隆,6.25,10.04,9.15,0.0034,0.0005,43750.0,10:43:23,14:59:21,49,15.850366,U
20160217,002513.SZ,蓝丰生化,15.76,9.98,9.84,5.8438,0.1279,4294616.0,14:55:06,14:55:06,0,15.750775,U
20160217,600555.SH,九龙山,7.61,9.97,12.14,5.053,0.2809,20813062.0,14:56:16,14:56:16,0,13.379352,U
20160217,600774.SH,汉商集团,20.91,9.99,12.15,1.7224,0.202,7368684.0,11:29:54,14:58:51,35,13.032339,U
20160217,300160.SZ,秀强股份,43.96,10.01,12.41,0.5073,0.0367,3016799.0,14:51:57,15:00:42,15,12.64257,U
20160217,600978.SH,宜华木业,12.09,10.01,9.83,6.7727,0.5076,91008576.0,14:58:41,14:58:51,1,10.872651,U
20160217,300018.SZ,中元华电,30.94,9.99,9.74,1.0157,0.0865,4013258.5,09:33:29,15:00:42,16,10.365897,U
20160217,002536.SZ,西泵股份,56.2,10.0,10.51,4.6505,0.2375,11702526.0,14:56:24,14:56:36,1,9.966926,U
20160217,600639.SH,浦东金桥,17.71,10.0,10.62,0.8466,0.0244,2838487.8,10:42:12,14:56:06,13,9.465882,U
20160217,300069.SZ,金利华电,28.53,-10.0,4.26,1.438,0.3393,7775053.0,11:02:22,14:51:08,6,55.900764,D
20160217,000677.SZ,*ST海龙,7.11,-4.95,6.02,2.2542,0.0736,4520538.0,11:00:10,14:47:44,71,54.209103,D
