trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160311,002790.SZ,瑞尔特,31.79,10.0,0.0,18465.479,18.5735,236180640.0,09:25:04,09:25:04,0,100.0,U
20160311,300502.SZ,新易盛,54.78,10.0,0.0,20508.055,36.6132,389100416.0,09:25:01,09:25:01,0,100.0,U
20160311,300503.SZ,昊志机电,13.45,9.98,0.0,254843.97,61.8761,208058448.0,09:25:01,09:25:01,0,100.0,U
20160311,603027.SH,千禾味业,19.37,9.99,0.0,4904.81,30.212,234082832.0,09:25:32,09:25:32,0,100.0,U
20160311,603520.SH,司太立,21.18,10.03,0.0,56087.76,22.6426,143871280.0,09:25:32,09:25:32,0,100.0,U
20160311,603919.SH,金徽酒,17.33,10.03,0.0,30012.314,20.194,244973408.0,09:25:32,09:25:32,0,100.0,U
20160311,300219.SZ,鸿利光电,9.8,9.99,0.0,90.6406,2.6296,78757136.0,09:25:01,09:25:01,0,68.172424,U
20160311,300399.SZ,京天利,35.09,10.0,11.5,56.6483,4.0925,63818604.0,09:35:52,09:35:52,0,59.369453,U
20160311,300312.SZ,邦讯技术,26.92,10.01,12.14,58.1844,3.6471,85976344.0,14:24:21,14:24:21,0,58.860798,U
20160311,002752.SZ,昇兴股份,22.54,10.0,12.01,45.6862,3.5476,47978152.0,10:38:52,10:38:52,0,57.736004,U
20160311,600217.SH,秦岭水泥,8.34,10.03,13.06,50.0031,1.0315,56847144.0,10:04:09,10:04:09,0,56.991886,U
20160311,002193.SZ,山东如意,14.39,10.02,12.16,7.8527,0.4879,11229683.0,14:23:12,14:23:12,0,53.649662,U
20160311,002077.SZ,大港股份,13.93,10.03,13.74,21.071,0.403,14145525.0,14:48:04,14:48:04,0,53.387245,U
20160311,603997.SH,继峰股份,18.54,10.03,12.11,51.1745,2.8701,60661696.0,11:29:02,14:21:42,3,53.150955,U
20160311,603025.SH,大豪科技,31.89,10.0,12.11,50.1399,3.8041,61869788.0,11:10:49,11:14:49,1,53.0942,U
20160311,300455.SZ,康拓红外,34.42,10.0,10.93,31.7676,3.5892,43238780.0,09:52:47,14:16:12,4,52.42622,U
20160311,300465.SZ,高伟达,52.64,10.01,13.63,8.7333,1.2834,22524392.0,14:52:43,14:52:43,0,52.307507,U
20160311,300469.SZ,信息发展,95.37,10.0,14.26,13.2037,2.6695,42516900.0,14:52:07,14:52:07,0,52.193844,U
20160311,603698.SH,航天工程,26.44,9.98,10.44,18.57,2.4284,56997132.0,09:39:50,10:46:20,13,51.538418,U
20160311,600237.SH,铜峰电子,6.7,10.02,12.97,20.6621,2.1197,80152720.0,13:12:07,13:12:17,1,49.202194,U
20160311,002618.SZ,丹邦科技,37.35,10.01,13.4,3.9908,0.1451,9898459.0,14:27:00,14:54:50,16,47.006336,U
20160311,300413.SZ,快乐购,26.75,9.99,13.32,1.4339,0.0656,3488200.0,11:25:49,14:51:01,9,46.826668,U
20160311,600891.SH,秋林集团,8.67,10.03,11.04,6.4433,0.6247,17542878.0,14:56:28,14:56:28,0,14.635571,U
20160311,600247.SH,*ST成城,14.84,5.02,6.37,0.6026,0.0175,873334.0,14:59:03,14:59:58,3,13.691136,U
20160311,300385.SZ,雪浪环境,32.67,10.0,12.29,1.2463,0.0992,1552641.6,14:40:01,14:56:02,6,7.839585,U
20160311,000066.SZ,长城电脑,17.45,-10.01,0.0,106607.08,9.3593,2161661180.0,09:25:01,09:25:01,0,100.0,D
20160311,000748.SZ,长城信息,28.25,-10.0,0.0,46318.466,15.9673,3617993220.0,09:25:01,09:25:01,0,100.0,D
20160311,002049.SZ,同方国芯,54.14,-9.99,0.0,20613.693,5.291,1697474560.0,09:25:01,09:25:01,0,100.0,D
20160311,002483.SZ,润邦股份,10.38,-9.97,0.0,1102.2227,4.9744,185883088.0,09:25:04,09:25:04,0,100.0,D
20160311,300324.SZ,旋极信息,39.9,-9.99,0.0,15062.384,5.5952,617816830.0,09:25:01,09:25:01,0,100.0,D
20160311,600179.SH,ST黑化,13.78,-5.03,0.0,6735.619,3.1916,171525504.0,09:25:03,09:25:03,0,100.0,D
20160311,600452.SH,涪陵电力,26.64,-10.0,0.0,7108.022,5.9396,253171264.0,09:25:32,09:25:32,0,100.0,D
20160311,002264.SZ,新 华 都,7.33,-9.95,2.33,50.4439,2.3213,91153392.0,09:25:01,13:28:30,32,62.83046,D
20160311,002606.SZ,大连电瓷,14.03,-10.01,0.45,24.3819,0.9951,20594230.0,09:25:01,09:32:37,6,62.03795,D
