trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160302,000982.SZ,中银绒业,7.47,10.01,0.0,7324.772,3.3437,323191264.0,09:25:02,09:25:02,0,100.0,U
20160302,600490.SH,鹏欣资源,7.27,9.98,0.0,3508.6697,1.9464,209283936.0,09:25:31,09:25:31,0,100.0,U
20160302,000833.SZ,贵糖股份,9.53,10.05,5.2,118.9545,2.4315,68606352.0,09:30:17,09:30:17,0,71.817024,U
20160302,000155.SZ,*ST川化,7.71,5.04,0.0,172.3774,0.5899,21375050.0,09:25:02,09:25:02,0,71.03321,U
20160302,000029.SZ,深深房Ａ,10.76,10.02,0.0,123.4476,0.9536,91488464.0,09:25:02,09:25:02,0,69.32066,U
20160302,002145.SZ,中核钛白,15.99,9.97,0.0,103.7783,2.813,188998800.0,09:25:02,09:25:02,0,68.63224,U
20160302,300052.SZ,中青宝,19.94,9.98,5.85,27.3607,1.268,65979848.0,09:51:06,09:51:06,0,66.94947,U
20160302,002431.SZ,棕榈园林,20.54,10.02,5.73,18.6567,2.1428,133452064.0,10:02:25,10:02:25,0,66.24281,U
20160302,600247.SH,*ST成城,13.79,5.03,4.87,59.855,0.2846,13204228.0,09:36:34,09:36:34,0,66.12973,U
20160302,002423.SZ,中原特钢,13.48,10.04,8.24,9.1999,0.5835,36615964.0,14:21:16,14:21:16,0,62.709167,U
20160302,002574.SZ,明牌珠宝,11.32,10.01,11.76,89.2316,2.1729,129871288.0,13:01:00,13:01:00,0,62.27181,U
20160302,600510.SH,黑牡丹,7.9,10.03,10.31,70.9467,0.6725,42262292.0,14:11:39,14:11:39,0,61.81829,U
20160302,000657.SZ,中钨高新,13.9,9.97,11.63,80.9725,1.7572,59980348.0,09:40:45,09:40:45,0,61.55511,U
20160302,300099.SZ,尤洛卡,18.39,9.99,8.25,46.3061,1.3491,35409336.0,09:30:08,09:30:08,0,61.448063,U
20160302,002582.SZ,好想你,27.68,10.02,9.98,6.3673,1.2169,32047932.0,13:56:48,13:56:48,0,60.71758,U
20160302,002108.SZ,沧州明珠,15.03,10.03,5.12,2.6903,0.2607,24073326.0,10:13:16,13:44:18,20,60.16206,U
20160302,000505.SZ,珠江控股,8.06,9.96,10.5,54.5022,1.9161,55665644.0,13:00:00,13:00:00,0,60.046024,U
20160302,002654.SZ,万润科技,16.6,10.01,10.6,5.3241,1.0207,64593940.0,13:02:03,13:02:03,0,59.983444,U
20160302,000619.SZ,海螺型材,9.97,10.04,10.49,52.2345,0.7183,25780356.0,10:00:22,10:00:22,0,59.769363,U
20160302,600533.SH,栖霞建设,6.73,9.97,6.37,5.7323,0.9017,63721888.0,09:35:59,10:56:35,6,59.248314,U
20160302,002403.SZ,爱仕达,11.51,10.04,9.66,87.4157,2.381,79227928.0,09:56:36,09:56:42,1,59.200623,U
20160302,000838.SZ,财信发展,57.48,10.01,6.68,5.8818,0.2897,105487584.0,10:29:29,11:17:58,6,58.922665,U
20160302,600984.SH,*ST建机,8.16,5.02,5.79,45.8241,0.8477,9792408.0,13:30:54,14:20:46,19,58.834797,U
20160302,002486.SZ,嘉麟杰,5.15,10.04,10.26,39.8729,1.3073,53894488.0,09:37:05,09:37:05,0,58.792652,U
20160302,600806.SH,昆明机床,10.21,10.02,10.78,44.7399,1.9175,76388424.0,09:46:15,09:46:15,0,58.789864,U
