trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160314,002789.SZ,建艺集团,35.68,9.99,0.0,73782.89,27.6232,200075600.0,09:25:04,09:25:04,0,100.0,U
20160314,002790.SZ,瑞尔特,34.97,10.0,0.0,9958.1055,12.0394,168406432.0,09:25:04,09:25:04,0,100.0,U
20160314,300502.SZ,新易盛,60.26,10.0,0.0,5315.11,18.6254,217738544.0,09:25:08,09:25:08,0,100.0,U
20160314,300503.SZ,昊志机电,14.8,10.04,0.0,182321.68,43.7572,161901648.0,09:25:01,09:25:01,0,100.0,U
20160314,603027.SH,千禾味业,21.31,10.02,0.0,6248.9086,34.7622,296313056.0,09:25:33,09:25:33,0,100.0,U
20160314,603520.SH,司太立,23.3,10.01,0.0,15435.626,14.8028,103471336.0,09:25:33,09:25:33,0,100.0,U
20160314,603919.SH,金徽酒,19.06,9.98,0.0,10327.537,10.1247,135083456.0,09:25:33,09:25:33,0,100.0,U
20160314,300328.SZ,宜安科技,22.22,10.0,0.0,836.9225,1.6538,82313320.0,09:25:01,09:25:01,0,94.29228,U
20160314,300399.SZ,京天利,38.6,10.0,0.0,197.0297,9.9372,170460496.0,09:25:01,09:25:01,0,71.89604,U
20160314,002161.SZ,远 望 谷,13.51,10.02,1.87,63.3547,1.3674,128554816.0,09:30:17,09:30:17,0,69.53384,U
20160314,300239.SZ,东宝生物,12.87,10.0,2.22,59.6943,1.1224,27391516.0,09:25:04,09:25:04,0,68.80554,U
20160314,603918.SH,金桥信息,55.35,10.0,7.05,103.2741,5.0021,60910236.0,09:55:47,09:55:47,0,68.37741,U
20160314,002752.SZ,昇兴股份,24.79,9.98,0.84,24.6644,2.6534,39466524.0,09:25:01,09:39:53,1,66.75911,U
20160314,002431.SZ,棕榈园林,23.17,10.02,4.46,54.8694,3.1643,222300976.0,09:32:35,09:32:35,0,66.18516,U
20160314,000503.SZ,海虹控股,21.29,10.03,4.6,51.9216,0.82,156757152.0,09:34:08,09:34:08,0,65.633156,U
20160314,300469.SZ,信息发展,104.91,10.0,7.22,18.2863,2.2739,39838104.0,09:48:18,09:48:18,0,64.72232,U
20160314,300121.SZ,阳谷华泰,10.46,9.99,8.62,120.9721,3.21,47756188.0,09:56:09,09:56:15,1,63.637714,U
20160314,600570.SH,恒生电子,40.8,10.0,7.52,43.0236,1.2344,311148992.0,09:45:56,09:45:56,0,61.84408,U
20160314,300311.SZ,任子行,29.4,9.99,6.66,32.5339,1.7138,67425256.0,09:47:36,09:47:36,0,61.67908,U
20160314,600801.SH,华新水泥,7.83,9.97,8.99,53.1863,0.933,71067216.0,09:51:57,09:51:57,0,61.375282,U
20160314,300465.SZ,高伟达,57.9,9.99,5.49,14.7181,1.9521,37682712.0,09:49:51,10:00:21,5,61.07942,U
20160314,600330.SH,天通股份,10.79,9.99,8.87,46.7417,2.2186,140954512.0,14:27:43,14:27:43,0,60.915096,U
20160314,603377.SH,东方时尚,41.15,10.0,8.61,32.7266,4.3634,89776712.0,10:10:49,10:10:49,0,59.88083,U
20160314,300318.SZ,博晖创新,14.83,10.01,10.83,53.4107,1.3209,39857196.0,09:42:05,09:42:05,0,59.57711,U
20160314,300074.SZ,华平股份,9.79,10.0,8.09,21.6274,1.599,53647212.0,13:09:17,13:09:17,0,59.152683,U
20160314,600446.SH,金证股份,26.39,10.0,7.46,14.4953,0.565,119495264.0,10:19:36,10:19:36,0,59.017776,U
20160314,300096.SZ,易联众,15.61,10.01,8.17,21.2447,0.9191,59428032.0,13:11:38,13:11:38,0,59.000423,U
20160314,300031.SZ,宝通科技,22.13,9.99,7.11,9.4441,0.2564,12645591.0,10:07:04,10:07:04,0,58.84723,U
20160314,000815.SZ,*ST美利,23.26,5.01,4.29,29.4227,0.3025,22288640.0,10:26:59,10:27:53,4,58.667393,U
20160314,300010.SZ,立思辰,18.99,10.02,8.11,16.9745,0.7899,64101256.0,13:33:36,13:33:36,0,58.626945,U
20160314,300379.SZ,东方通,61.28,10.0,7.0,4.7614,0.3856,14996380.0,10:20:25,10:20:25,0,58.49542,U
20160314,300216.SZ,千山药机,25.8,10.02,8.44,17.5506,0.8363,57741740.0,10:53:48,10:53:48,0,58.35688,U
20160314,300245.SZ,天玑科技,21.15,9.98,8.06,13.1755,1.4618,53743988.0,11:20:08,11:20:08,0,58.33064,U
20160314,600987.SH,航民股份,14.32,9.98,8.22,14.2347,0.5038,45832476.0,10:59:52,10:59:52,0,58.228657,U
20160314,600588.SH,用友网络,18.54,10.03,9.02,21.0887,0.3452,90015264.0,10:41:24,10:41:24,0,58.106125,U
20160314,300376.SZ,易事特,50.92,10.0,7.93,9.6355,1.0419,33244342.0,11:29:50,11:29:50,0,58.08565,U
20160314,300078.SZ,思创医惠,28.38,10.0,8.64,16.7593,0.6158,46848452.0,10:08:22,10:08:22,0,58.06672,U
