trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160307,300502.SZ,新易盛,37.41,10.0,0.0,536005.57,49.7325,360935424.0,09:25:06,09:25:06,0,100.0,U
20160307,603558.SH,健盛集团,21.91,9.99,9.59,128.2897,1.1094,28073326.0,09:34:09,09:34:09,0,68.29443,U
20160307,000088.SZ,盐 田 港,7.66,10.06,2.16,37.8572,0.5396,80272792.0,09:25:00,09:30:48,1,66.6527,U
20160307,601969.SH,海南矿业,12.16,10.05,1.27,75.6567,1.1573,120843248.0,09:25:33,10:41:20,1,66.35354,U
20160307,600075.SH,新疆天业,8.24,10.01,8.14,69.7087,1.4865,53723300.0,09:47:52,09:47:52,0,63.905197,U
20160307,000885.SZ,同力水泥,15.6,10.01,10.65,86.8057,2.5041,166725136.0,09:50:37,09:51:13,2,63.15578,U
20160307,000785.SZ,武汉中商,9.92,9.98,8.54,62.8308,1.2418,30931116.0,09:51:40,09:51:40,0,62.805172,U
20160307,300311.SZ,任子行,28.66,10.02,7.87,36.0093,2.3398,89738640.0,10:00:11,10:00:11,0,60.847923,U
20160307,000815.SZ,*ST美利,23.42,5.02,5.02,7.1305,0.1389,10306674.0,09:41:37,14:13:12,56,60.699997,U
20160307,600891.SH,秋林集团,7.98,10.07,11.45,59.6313,2.6824,69333832.0,14:22:54,14:22:54,0,59.64725,U
20160307,600058.SH,五矿发展,15.73,10.0,7.2,17.2888,0.4825,81349472.0,14:41:16,14:41:16,0,59.553005,U
20160307,601010.SH,文峰股份,5.86,9.94,9.01,35.3923,0.4642,50269160.0,09:50:57,09:50:57,0,59.552433,U
20160307,300453.SZ,三鑫医疗,49.01,10.01,8.22,20.9771,1.4542,14154186.0,14:46:47,14:46:47,0,58.950417,U
20160307,002579.SZ,中京电子,9.71,9.97,8.61,24.1842,0.7271,24741798.0,14:37:04,14:37:04,0,58.844776,U
20160307,000155.SZ,*ST川化,8.54,5.04,4.55,33.7204,0.4079,16370394.0,09:34:16,09:37:22,6,58.84243,U
20160307,000045.SZ,深纺织Ａ,11.4,10.04,9.65,31.8704,1.2095,55920008.0,13:33:22,13:33:22,0,58.597515,U
20160307,600623.SH,双钱股份,18.73,9.98,8.75,22.2959,0.2627,31799794.0,11:26:27,11:26:27,0,58.492718,U
20160307,600706.SH,曲江文旅,19.69,10.0,9.72,29.119,2.948,103268776.0,14:13:22,14:17:53,10,58.3393,U
20160307,000018.SZ,神州长城,39.6,10.0,9.17,22.2604,1.2143,47951640.0,10:49:25,10:49:25,0,58.116756,U
20160307,000677.SZ,*ST海龙,6.59,4.94,3.82,17.1894,0.219,12471246.0,10:11:38,10:42:40,35,57.909893,U
20160307,000059.SZ,*ST华锦,6.41,5.08,2.46,3.6297,0.0855,7676577.5,09:35:13,14:51:56,34,57.90725,U
20160307,000727.SZ,华东科技,6.47,10.03,8.84,14.7608,1.179,93076392.0,14:53:17,14:53:17,0,57.69503,U
20160307,603085.SH,天成自控,31.71,9.99,9.75,23.2931,1.847,14642251.0,14:28:54,14:28:54,0,57.67166,U
20160307,300135.SZ,宝利国际,4.93,10.04,7.37,48.546,2.4453,85476656.0,10:17:45,10:17:51,1,57.60686,U
20160307,300469.SZ,信息发展,79.2,10.0,8.58,59.4939,3.4723,45926336.0,09:35:16,09:37:37,5,57.543007,U
20160307,600691.SH,*ST阳化,3.38,4.97,3.42,6.5502,0.1022,6064538.0,09:36:35,14:09:21,74,57.240124,U
20160307,000032.SZ,深桑达Ａ,19.46,10.01,9.1,11.4429,0.2777,12582388.0,14:45:22,14:45:22,0,57.058174,U
