trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
20160215,300499.SZ,高澜股份,32.74,10.01,0.0,16323.46,38.8669,212126000.0,09:25:05,09:25:05,0,100.0,U
20160215,300500.SZ,苏州设计,36.43,9.99,0.0,36759.717,31.2703,170876368.0,09:25:05,09:25:05,0,100.0,U
20160215,300501.SZ,海顺新材,38.37,10.01,0.0,54964.28,34.5067,177154288.0,09:25:05,09:25:05,0,100.0,U
20160215,603377.SH,东方时尚,25.98,9.99,0.0,14226.477,24.0817,312821600.0,09:25:36,09:25:36,0,100.0,U
20160215,002237.SZ,恒邦股份,9.55,10.02,0.0,103.633,1.4572,111898616.0,09:25:02,09:25:02,0,82.07266,U
20160215,000018.SZ,神州长城,45.1,10.0,16.1,168.0968,4.2118,189422256.0,13:00:01,13:00:01,0,65.920265,U
20160215,600531.SH,豫光金铅,19.38,9.99,1.99,18.514,2.0056,114758200.0,09:25:06,09:34:48,3,64.96168,U
20160215,600547.SH,山东黄金,22.73,10.02,2.66,11.6868,0.3153,102002144.0,09:25:06,10:02:22,10,63.524452,U
20160215,600988.SH,赤峰黄金,12.53,10.01,0.09,33.4762,0.6698,47554996.0,09:30:02,09:31:12,2,63.291107,U
20160215,600288.SH,大恒科技,11.7,9.96,12.97,105.0383,4.4873,229324320.0,10:31:06,10:31:06,0,62.75819,U
20160215,002423.SZ,中原特钢,12.02,9.97,9.88,15.4285,0.692,38717600.0,13:24:23,13:24:23,0,61.697445,U
20160215,002114.SZ,罗平锌电,19.03,10.0,11.45,15.8665,4.495,73777464.0,14:16:22,14:16:22,0,60.3614,U
20160215,600489.SH,中金黄金,10.04,9.97,1.97,11.3871,0.2148,63472908.0,09:25:36,09:48:25,14,59.179447,U
20160215,002222.SZ,福晶科技,18.71,9.99,3.88,22.7005,2.2412,116715504.0,09:25:02,10:28:02,4,58.50211,U
20160215,002575.SZ,群兴玩具,13.16,10.03,14.05,73.5183,0.7986,60950828.0,09:52:19,09:52:19,0,58.341763,U
20160215,601069.SH,西部黄金,21.22,10.01,2.8,10.2642,0.9221,37130096.0,09:31:47,10:00:57,18,58.27253,U
20160215,600234.SH,山水文化,18.88,10.02,14.63,26.388,2.3543,89986456.0,10:07:02,10:07:02,0,58.12651,U
20160215,000815.SZ,*ST美利,22.37,5.02,8.73,5.3472,0.0755,5348421.0,14:48:18,14:48:18,0,56.8085,U
20160215,601899.SH,紫金矿业,3.32,9.93,3.97,4.6562,0.1003,52612264.0,10:17:54,10:45:18,57,56.500633,U
20160215,002155.SZ,湖南黄金,8.94,9.96,4.06,5.232,0.2128,18946032.0,09:44:00,14:03:28,70,56.473843,U
20160215,600793.SH,ST宜纸,23.88,5.01,10.03,13.3045,0.1901,4780704.0,09:25:06,10:46:48,12,56.30995,U
20160215,600515.SH,海航基础,14.12,9.97,9.66,7.6347,0.5654,33752448.0,09:42:19,13:08:45,2,56.13174,U
