trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120105,000026.SZ,11.6246,11.9823,10.8645,11.1149,11.714,-0.5991,-5.1144,13568.4,17249.6178,1.2184,2.07,,,,,,,,,,,,,,
20120106,000026.SZ,11.097,11.4726,10.4264,11.1418,11.1149,0.02689999999999948,0.242,10416.83,12629.6419,0.9354,1.19,,,,,,,,,,,,,,
20120109,000026.SZ,11.0792,11.0792,10.1939,10.7841,11.1418,-0.35769999999999946,-3.2104,95979.52,112617.9204,6.481,9.88,,,,,,,,,,,,,,
20120110,000026.SZ,10.6052,11.2312,10.5605,11.2312,10.7841,0.44709999999999894,4.1459,82690.85,101251.2311,5.5837,3.07,,,,,,,,,,,,,,
20120111,000026.SZ,11.3564,11.7051,11.0434,11.2759,11.2312,0.04470000000000063,0.398,82426.43,104666.0304,5.5659,1.94,11.1096,57016.406,,,,,,,,,,,,
20120112,000026.SZ,11.106,11.1328,10.5695,10.9361,11.2759,-0.3398000000000003,-3.0135,101011.49,122158.9983,6.8208,1.77,11.0738,74505.024,,,,,,,,,,,,
20120113,000026.SZ,10.793,10.8288,9.8452,9.8452,10.9361,-1.0908999999999995,-9.9752,81835.49,93466.6568,5.526,1.1,10.8145,88788.756,,,,,,,,,,,,
20120116,000026.SZ,9.3891,9.6931,9.2371,9.6574,9.8452,-0.1877999999999993,-1.9075,50221.2,53702.0654,3.3912,0.57,10.5892,79637.092,,,,,,,,,,,,
20120117,000026.SZ,9.5769,9.9972,9.3891,9.9703,9.6574,0.31289999999999907,3.24,53926.59,58774.9206,3.6414,0.68,10.337,73884.24,,,,,,,,,,,,
20120118,000026.SZ,9.9972,9.9972,9.2997,9.3891,9.9703,-0.5812000000000008,-5.8293,61309.62,65474.9159,4.1399,0.83,9.9596,69660.878,10.5346,63338.642,,,,,,,,,,
20120119,000026.SZ,9.2818,9.9525,9.2371,9.9256,9.3891,0.5365000000000002,5.7141,91211.64,97896.8574,6.1591,1.31,9.7575,67700.908,10.4157,71102.966,,,,,,,,,,
20120120,000026.SZ,9.872,9.9525,9.6663,9.8452,9.9256,-0.08039999999999914,-0.81,43802.07,48220.7451,2.9577,0.65,9.7575,60094.224,10.286,74441.49,,,,,,,,,,
20120130,000026.SZ,9.7736,9.9972,9.7736,9.8273,9.8452,-0.017900000000000915,-0.1818,25096.92,27771.4507,1.6947,0.42,9.7915,55069.368,10.1903,67353.23,10.3803,61038.2346,,,,,,,,
20120131,000026.SZ,9.8094,9.8899,9.568,9.711,9.8273,-0.11629999999999896,-1.1834,28752.94,31122.2989,1.9415,0.52,9.7396,50034.638,10.0383,61959.439,10.2723,62206.2762,,,,,,,,
20120201,000026.SZ,9.6931,9.863,9.6127,9.7557,9.711,0.04469999999999885,0.4603,22832.83,24934.4528,1.5418,0.46,9.813,42339.28,9.8863,56000.079,10.1657,63161.3531,,,,,,,,
20120202,000026.SZ,9.8004,9.9614,9.7826,9.9435,9.7557,0.18780000000000108,1.925,41295.16,45589.5007,2.7885,0.98,9.8165,32355.984,9.787,50028.446,10.101,58954.8638,,,,,,,,
20120203,000026.SZ,9.9614,10.2833,9.9256,10.176,9.9435,0.23249999999999993,2.3382,55586.35,62933.0185,3.7535,1.72,9.8827,34712.84,9.8201,47403.532,10.0199,56869.9023,,,,,,,,
20120206,000026.SZ,10.176,10.5069,10.1313,10.4622,10.176,0.2861999999999991,2.8125,65085.94,75255.4006,4.3949,1.87,10.0097,42710.644,9.9006,48890.006,9.9573,55536.0185,,,,,,,,
20120207,000026.SZ,10.4264,10.4353,10.0329,10.2207,10.4622,-0.2414999999999985,-2.3083,37020.49,42294.3488,2.4998,0.87,10.1116,44364.154,9.9256,47199.396,9.9022,50613.6338,,,,,,,,
20120208,000026.SZ,10.2654,10.5516,10.1045,10.5069,10.2207,0.2861999999999991,2.8002,36751.78,42518.6388,2.4817,0.83,10.2619,47147.944,10.0374,44743.612,9.9531,47145.6562,,,,,,,,
20120209,000026.SZ,10.4532,10.641,10.4085,10.4353,10.5069,-0.07160000000000011,-0.6815,44161.78,51933.2504,2.982,0.94,10.3602,47721.268,10.0884,40038.626,10.013,46679.5469,10.2931,53570.6819,,,,,,
20120210,000026.SZ,10.4085,10.5337,10.2923,10.3638,10.4353,-0.07150000000000034,-0.6852,41180.26,47885.6629,2.7807,0.86,10.3978,44840.05,10.1402,39776.445,10.0433,45699.06,10.2573,54885.5324,,,,,,
20120213,000026.SZ,10.2565,10.5873,10.176,10.5069,10.3638,0.14310000000000045,1.3808,44088.95,51552.1038,2.9771,0.98,10.4067,40640.652,10.2082,41675.648,10.1292,44374.3931,10.2271,56488.9667,,,,,,
20120214,000026.SZ,10.5069,10.5963,10.328,10.4532,10.5069,-0.05369999999999919,-0.5111,37018.79,43096.1101,2.4997,0.91,10.4532,40640.312,10.2824,42502.233,10.1698,40205.7123,10.2114,53681.3129,,,,,,
20120215,000026.SZ,10.4443,10.7483,10.328,10.7036,10.4532,0.25039999999999907,2.3954,65435.66,77503.8753,4.4186,1.61,10.4926,46377.088,10.3772,46762.516,10.2359,41869.8346,10.1862,52859.6371,,,,,,
20120216,000026.SZ,10.7125,10.9719,10.5516,10.8645,10.7036,0.16089999999999982,1.5032,61912.76,74604.7212,4.1807,1.33,10.5784,49927.284,10.4693,48824.276,10.3156,44701.8223,10.1666,51882.7957,,,,,,
20120217,000026.SZ,10.8288,10.9361,10.6231,10.7394,10.8645,-0.12509999999999977,-1.1515,31418.76,37768.6222,2.1216,0.63,10.6535,47974.984,10.5257,46407.517,10.3947,44906.8854,10.1573,48568.8562,,,,,,
20120220,000026.SZ,10.8645,11.0613,10.7483,10.9987,10.7394,0.25929999999999964,2.4145,55502.79,67673.5701,3.7478,1.16,10.7519,50257.752,10.5793,45449.202,10.4904,47419.9592,10.2122,47314.9181,,,,,,
20120221,000026.SZ,10.9987,11.106,10.7572,11.0344,10.9987,0.03570000000000029,0.3246,38679.88,47318.8159,2.6119,0.77,10.8681,50589.97,10.6607,45615.141,10.5743,47218.7838,10.2778,46765.3314,,,,,,
20120222,000026.SZ,11.0166,11.4637,10.9361,11.3742,11.0344,0.3398000000000003,3.0795,50875.37,64018.6256,3.4354,1.01,11.0022,47677.912,10.7474,47027.5,10.6664,46856.4008,10.3446,46620.0352,10.4398,51703.2513,,,,
20120223,000026.SZ,11.3653,11.5978,11.2848,11.5263,11.3742,0.1521000000000008,1.3372,42233.77,54113.2325,2.8518,0.89,11.1346,43742.114,10.8565,46834.699,10.7483,45098.5415,10.4464,45711.6614,10.4535,52658.7637,,,,
20120224,000026.SZ,11.5263,11.7409,11.4458,11.5889,11.5263,0.06259999999999977,0.5431,57879.99,75155.7096,3.9084,1.32,11.3045,49034.36,10.979,48504.672,10.8535,46703.1185,10.5256,44124.44,10.4684,54240.869,,,,
20120227,000026.SZ,11.5889,11.8571,11.4279,11.4815,11.5889,-0.10740000000000016,-0.9267,60509.29,78602.5099,4.0859,1.23,11.4011,50035.66,11.0765,50146.706,10.9285,48530.6192,10.6035,44920.0219,10.4917,53058.528,,,,
20120228,000026.SZ,11.4815,11.4815,10.9093,11.0523,11.4815,-0.4291999999999998,-3.7382,61441.63,76492.5581,4.1489,1.23,11.4046,54588.01,11.1364,52588.99,10.976,49859.8385,10.6619,46650.7224,10.4857,52350.2207,,,,
20120229,000026.SZ,10.9629,11.1596,10.9271,11.106,11.0523,0.05369999999999919,0.4859,40220.96,49675.9359,2.7159,0.74,11.351,52457.128,11.1766,50067.52,11.0331,49786.0462,10.7283,47196.8186,10.48,50943.3717,,,,
