ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399001.SZ,20120104,8695.987,8980.756,9025.66,8695.199,8918.816,-222.829,-2.4984,34163502.54,39105204.5129
399001.SZ,20120105,8600.259,8653.102,8744.221,8566.064,8695.987,-95.728,-1.1008,38634595.25,41515642.9193
399001.SZ,20120106,8634.418,8597.373,8643.286,8486.576,8600.259,34.159,0.3972,33966195.13,36185032.3783
399001.SZ,20120109,8946.085,8638.525,8946.879,8532.665,8634.418,311.667,3.6096,47651475.37,51508416.2924
399001.SZ,20120110,9281.245,8930.56,9291.312,8909.25,8946.085,335.16,3.7464,73676108.06,76007691.5587
399001.SZ,20120111,9239.213,9278.053,9312.056,9186.155,9281.245,-42.032,-0.4529,62727019.29,65258053.261
399001.SZ,20120112,9200.926,9191.544,9344.736,9177.594,9239.213,-38.287,-0.4144,51457391.02,55493693.1558
399001.SZ,20120113,9030.588,9216.96,9258.307,8951.717,9200.926,-170.338,-1.8513,50289446.09,55547562.9359
399001.SZ,20120116,8827.474,8951.177,9024.417,8823.797,9030.588,-203.114,-2.2492,33549450.49,36871428.692
399001.SZ,20120117,9264.09,8835.878,9305.422,8762.571,8827.474,436.616,4.9461,53731194.14,57933360.9553
399001.SZ,20120118,9115.269,9326.435,9399.016,9085.037,9264.09,-148.821,-1.6064,55102651.21,62286874.3339
399001.SZ,20120119,9300.217,9119.88,9363.051,9078.984,9115.269,184.948,2.029,44392400.54,49815904.4219
399001.SZ,20120120,9466.144,9348.448,9503.372,9259.018,9300.217,165.927,1.7841,43202923.51,49505654.5494
399001.SZ,20120130,9274.852,9482.208,9482.208,9274.852,9466.144,-191.292,-2.0208,36081844.17,41515837.8964
399001.SZ,20120131,9303.649,9278.088,9324.805,9213.139,9274.852,28.797,0.3105,31650934.18,34390637.8738
399001.SZ,20120201,9193.388,9277.792,9403.366,9173.069,9303.649,-110.261,-1.1851,35154287.26,39973896.0723
