ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399101.SZ,20120104,4788.001,4947.629,4964.758,4788.001,4920.983,-132.982,-2.7023,12114499.85,16288026.744
399101.SZ,20120105,4584.836,4757.915,4757.915,4576.978,4788.001,-203.165,-4.2432,13405756.98,17085703.3262
399101.SZ,20120106,4596.949,4565.242,4596.949,4467.325,4584.836,12.113,0.2642,12694266.81,15776739.1564
399101.SZ,20120109,4760.545,4589.883,4760.545,4536.628,4596.949,163.596,3.5588,17098264.85,20991991.3129
399101.SZ,20120110,4950.749,4758.023,4952.469,4746.662,4760.545,190.204,3.9954,24020080.09,30299928.3959
399101.SZ,20120111,4948.996,4942.781,4987.378,4914.625,4950.749,-1.753,-0.0354,20406779.83,26067272.0122
399101.SZ,20120112,4928.126,4929.637,5001.653,4915.738,4948.996,-20.87,-0.4217,17910302.88,23263229.3413
399101.SZ,20120113,4738.817,4923.882,4935.033,4711.772,4928.126,-189.309,-3.8414,17707916.61,22444210.4079
399101.SZ,20120116,4558.954,4688.11,4694.767,4558.954,4738.817,-179.863,-3.7955,11423419.37,14277317.4425
399101.SZ,20120117,4791.854,4547.503,4791.854,4509.898,4558.954,232.9,5.1086,17307573.8,22104428.3677
399101.SZ,20120118,4653.41,4804.472,4836.849,4637.778,4791.854,-138.444,-2.8892,17934688.78,23056266.2198
399101.SZ,20120119,4695.556,4639.702,4729.274,4602.225,4653.41,42.146,0.9057,14562684.52,18297228.6706
399101.SZ,20120120,4774.834,4699.523,4785.809,4695.174,4695.556,79.278,1.6884,13259100.14,17251088.9053
399101.SZ,20120130,4758.223,4793.328,4821.356,4746.14,4774.834,-16.611,-0.3479,11832722.53,15618935.2728
399101.SZ,20120131,4758.46,4752.704,4763.233,4704.747,4758.223,0.237,0.005,10322665.62,12954322.853
399101.SZ,20120201,4740.202,4748.522,4817.235,4727.945,4758.46,-18.258,-0.3837,12002275.88,15616125.8525
399101.SZ,20120202,4832.226,4750.235,4832.226,4741.558,4740.202,92.024,1.9414,13302747.07,16948436.6813
399101.SZ,20120203,4924.01,4830.59,4935.07,4815.517,4832.226,91.784,1.8994,19524663.56,24343762.891
399101.SZ,20120206,4980.51,4934.272,4988.24,4927.296,4924.01,56.5,1.1474,20272021.42,25509468.2776
399101.SZ,20120207,4901.505,4959.756,4959.756,4863.087,4980.51,-79.005,-1.5863,16747963.91,20859793.4413
399101.SZ,20120208,5032.312,4894.007,5032.312,4877.17,4901.505,130.807,2.6687,20216686.25,26063738.9133
399101.SZ,20120209,5069.945,5026.654,5111.666,5018.473,5032.312,37.633,0.7478,24825398.41,31734118.7068
399101.SZ,20120210,5098.518,5062.739,5124.858,5058.672,5069.945,28.573,0.5636,21233722.03,28276845.8594
399101.SZ,20120213,5164.475,5058.309,5191.125,5034.791,5098.518,65.957,1.2937,24031949.32,32657999.8836
399101.SZ,20120214,5163.209,5163.832,5177.803,5126.724,5164.475,-1.266,-0.0245,20066921.16,26255767.7265
399101.SZ,20120215,5236.805,5157.733,5241.101,5141.091,5163.209,73.596,1.4254,23955791.34,31637381.1415
399101.SZ,20120216,5218.926,5229.706,5272.113,5171.542,5236.805,-17.879,-0.3414,24192784.9,31077343.5187
399101.SZ,20120217,5203.148,5228.239,5252.635,5158.336,5218.926,-15.778,-0.3023,21171535.95,27202275.6447
399101.SZ,20120220,5217.232,5265.436,5280.696,5213.68,5203.148,14.084,0.2707,23276721.98,31526648.9617
399101.SZ,20120221,5280.411,5213.282,5280.635,5155.724,5217.232,63.179,1.211,22549042.27,30632944.0754
399101.SZ,20120222,5403.786,5284.109,5403.786,5281.363,5280.411,123.375,2.3365,32349016.77,45083123.1656
399101.SZ,20120223,5435.075,5402.076,5447.15,5376.883,5403.786,31.289,0.579,30973144.42,43017790.5541
399101.SZ,20120224,5484.664,5432.144,5484.664,5411.649,5435.075,49.589,0.9124,28759559.77,39776290.6495
