trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120104,000017.SZ,2.75,2.78,2.69,2.71,2.73,-0.020000000000000018,-0.7326,14158.83,3878.515,0.7307,0.63,,,,,,,,,,,,,,
20120105,000017.SZ,2.68,2.85,2.67,2.84,2.71,0.1299999999999999,4.797,61661.45,17443.3848,3.1821,2.82,,,,,,,,,,,,,,
20120106,000017.SZ,2.7,2.8,2.7,2.77,2.84,-0.06999999999999984,-2.4648,37947.28,10354.2542,1.9583,1.33,,,,,,,,,,,,,,
20120109,000017.SZ,2.77,2.9,2.69,2.89,2.77,0.1200000000000001,4.3321,34264.34,9708.7017,1.7683,1.16,,,,,,,,,,,,,,
20120110,000017.SZ,2.86,2.99,2.85,2.98,2.89,0.08999999999999986,3.1142,42503.99,12474.3414,2.1935,1.27,2.838,38107.178,,,,,,,,,,,,
20120111,000017.SZ,2.96,2.98,2.9,2.94,2.98,-0.040000000000000036,-1.3423,30081.72,8842.1226,1.5524,0.79,2.884,41291.756,,,,,,,,,,,,
20120112,000017.SZ,2.92,2.98,2.91,2.92,2.94,-0.020000000000000018,-0.6803,24392.92,7190.2916,1.2588,0.59,2.9,33838.05,,,,,,,,,,,,
20120113,000017.SZ,2.95,2.95,2.77,2.77,2.92,-0.1499999999999999,-5.137,34918.14,9846.8211,1.802,1.03,2.9,33232.222,,,,,,,,,,,,
20120116,000017.SZ,2.75,2.77,2.68,2.7,2.77,-0.06999999999999984,-2.5271,16036.11,4364.3736,0.8276,0.48,2.862,29586.576,,,,,,,,,,,,
20120117,000017.SZ,2.69,2.84,2.69,2.84,2.7,0.13999999999999968,5.1852,22089.52,6152.3205,1.14,0.75,2.834,25503.682,2.836,31805.43,,,,,,,,,,
20120118,000017.SZ,2.84,2.89,2.78,2.79,2.84,-0.04999999999999982,-1.7606,18278.5,5175.1782,0.9433,0.72,2.804,23143.038,2.844,32217.397,,,,,,,,,,
20120119,000017.SZ,2.84,2.92,2.81,2.86,2.79,0.06999999999999984,2.509,18706.85,5353.1765,0.9654,0.81,2.792,22005.824,2.846,27921.937,,,,,,,,,,
20120120,000017.SZ,2.85,2.94,2.85,2.9,2.86,0.040000000000000036,1.3986,18664.55,5406.6272,0.9632,0.85,2.818,18755.106,2.859,25993.664,2.8392,28746.4769,,,,,,,,
20120130,000017.SZ,2.91,2.98,2.86,2.92,2.9,0.020000000000000018,0.6897,22223.24,6532.721,1.1469,1.18,2.862,19992.532,2.862,24789.554,2.8554,29366.8162,,,,,,,,
20120131,000017.SZ,2.91,3.07,2.91,3.07,2.92,0.1499999999999999,5.137,36219.76,10998.6837,1.8692,1.81,2.908,22818.58,2.871,24161.131,2.8731,27409.7631,,,,,,,,
