trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120104,000050.SZ,6.0958,6.1636,5.5531,5.5724,6.0279,-0.4554999999999998,-7.5565,48386.24,29312.9514,0.8426,0.82,,,,,,,,,,,,,,
20120105,000050.SZ,5.524,5.6112,5.3883,5.4174,5.5724,-0.15500000000000025,-2.7816,30313.32,17166.406,0.5279,0.53,,,,,,,,,,,,,,
20120106,000050.SZ,5.3496,5.4271,5.0104,5.3302,5.4174,-0.08720000000000017,-1.6096,37581.82,20191.1071,0.6545,0.67,,,,,,,,,,,,,,
20120109,000050.SZ,5.3011,5.6984,5.2042,5.6791,5.3302,0.34890000000000043,6.5457,37596.87,21439.5284,0.6547,0.88,,,,,,,,,,,,,,
20120110,000050.SZ,5.6791,6.0182,5.6209,5.9504,5.6791,0.2713000000000001,4.7772,84775.31,51173.127,1.4764,2.19,5.5899,47730.712,,,,,,,,,,,,
20120111,000050.SZ,5.9504,6.0861,5.8147,6.0279,5.9504,0.07749999999999968,1.3024,63070.44,38988.6472,1.0984,1.32,5.681,50667.552,,,,,,,,,,,,
20120112,000050.SZ,5.9892,6.1248,5.9116,5.9892,6.0279,-0.03869999999999951,-0.642,62237.46,38705.5486,1.0839,1.23,5.7954,57052.38,,,,,,,,,,,,
20120113,000050.SZ,5.9892,6.0086,5.5337,5.6015,5.9892,-0.3877000000000006,-6.4733,64297.83,38115.2024,1.1197,1.13,5.8496,62395.582,,,,,,,,,,,,
20120116,000050.SZ,5.5531,5.6306,5.2623,5.2817,5.6015,-0.31979999999999986,-5.7092,41562.11,23284.7922,0.7238,0.67,5.7701,63188.63,,,,,,,,,,,,
20120117,000050.SZ,5.2914,5.7663,5.2914,5.7178,5.2817,0.4361000000000006,8.2568,44517.41,25446.5354,0.7753,0.7,5.7236,55137.05,5.6568,51433.881,,,,,,,,,,
20120118,000050.SZ,5.7081,5.7663,5.4368,5.5434,5.7178,-0.17440000000000033,-3.0501,63955.42,37148.8474,1.1138,1.16,5.6267,55314.046,5.6539,52990.799,,,,,,,,,,
20120119,000050.SZ,5.5531,5.6403,5.4368,5.5918,5.5434,0.0484,0.8731,28187.8,16186.4131,0.4909,0.51,5.5472,48504.114,5.6713,52778.247,,,,,,,,,,
20120120,000050.SZ,5.65,5.8826,5.6209,5.6791,5.5918,0.08729999999999993,1.5612,53518.13,31510.9473,0.932,1.1,5.5628,46348.174,5.7062,54371.878,5.6448,50769.2431,,,,,,,,
20120130,000050.SZ,5.6887,5.7081,5.524,5.5531,5.6791,-0.12600000000000033,-2.2187,27312.44,15800.579,0.4756,0.59,5.617,43498.24,5.6936,53343.435,5.6433,49148.1815,,,,,,,,
20120131,000050.SZ,5.5143,5.5918,5.4271,5.5531,5.5531,0.0,0.0,21348.8,12117.7593,0.3718,0.49,5.5841,38864.518,5.6539,47000.784,5.6537,48458.6031,,,,,,,,
20120201,000050.SZ,5.524,5.6403,5.4562,5.5143,5.5531,-0.03879999999999928,-0.6987,23034.12,13206.274,0.4011,0.59,5.5783,30680.258,5.6025,42997.152,5.6679,47339.5492,,,,,,,,
20120202,000050.SZ,5.5434,5.7857,5.4755,5.776,5.5143,0.2616999999999994,4.7458,45750.12,26734.4626,0.7967,1.49,5.6151,34192.722,5.5812,41348.418,5.6753,47966.7223,,,,,,,,
20120203,000050.SZ,5.776,6.1345,5.776,6.0667,5.776,0.2907000000000002,5.0329,121757.69,74882.0259,2.1204,3.56,5.6926,47840.634,5.6277,47094.404,5.6843,50811.5208,,,,,,,,
20120206,000050.SZ,6.0279,6.0667,5.9213,6.0376,6.0667,-0.02909999999999968,-0.4797,78678.04,48631.6852,1.3702,1.64,5.7895,58113.754,5.7033,50805.997,5.685,52012.1054,,,,,,,,
20120207,000050.SZ,6.0182,6.0473,5.8147,5.8923,6.0376,-0.14530000000000065,-2.4066,58996.03,35885.4887,1.0274,1.02,5.8574,65643.2,5.7207,52253.859,5.6776,51762.7646,,,,,,,,
20120208,000050.SZ,5.8438,6.1248,5.8438,6.0958,5.8923,0.20350000000000001,3.4537,73259.52,45234.5603,1.2758,1.12,5.9737,75688.28,5.776,53184.269,5.7156,52452.1254,5.7081,52863.6629,,,,,,
20120209,000050.SZ,6.1055,6.2605,6.057,6.1442,6.0958,0.0484,0.794,89561.36,57107.7647,1.5597,1.18,6.0473,84450.528,5.8312,59321.625,5.7819,56144.3754,5.7354,54824.3829,,,,,,
20120210,000050.SZ,6.1539,6.3381,6.1345,6.2702,6.1442,0.12600000000000033,2.0507,125141.97,80582.3567,2.1793,1.48,6.088,85127.384,5.8903,66484.009,5.8244,62346.2646,5.776,59340.0329,,,,,,
20120213,000050.SZ,6.1927,6.9001,6.1539,6.9001,6.2702,0.6299000000000001,10.0459,137693.9,93940.8226,2.3979,1.62,6.2605,96930.556,6.025,77522.155,5.9288,68018.4554,5.8507,64107.2748,,,,,,
20120214,000050.SZ,7.3847,7.5882,7.2103,7.375,6.9001,0.4748999999999999,6.8825,471594.75,360655.3954,8.2128,4.87,6.5571,179450.3,6.2072,122546.75,6.066,102126.6823,5.9315,84773.8405,,,,,,
20120215,000050.SZ,7.5301,8.1115,7.501,8.1115,7.375,0.7364999999999995,9.9864,411261.9,330759.3043,7.1621,2.29,6.9602,247050.776,6.4669,161369.528,6.2531,129645.4338,6.0344,100320.821,,,,,,
20120216,000050.SZ,8.3151,8.4217,7.8596,8.1406,8.1115,0.02909999999999968,0.3587,500268.16,420585.2153,8.7121,2.02,7.3595,329192.136,6.7034,206821.332,6.4521,166026.6431,6.135,121139.76,,,,,,
20120217,000050.SZ,8.0437,8.1212,7.8983,8.0825,8.1406,-0.058099999999999596,-0.7137,276540.03,228636.1806,4.8159,0.84,7.7219,359471.748,6.905,222299.566,6.6467,185656.7377,6.2347,131344.6443,,,,,,
20120220,000050.SZ,8.1406,8.8093,8.0146,8.2278,8.0825,0.14530000000000065,1.7977,444034.64,382403.5923,7.7328,1.24,7.9875,420739.896,7.124,258835.226,6.8554,218041.3931,6.3597,149427.3495,,,,,,
20120221,000050.SZ,8.1406,8.6252,8.0922,8.3732,8.2278,0.14540000000000042,1.7672,349602.61,299838.0255,6.0883,0.83,8.1871,396341.468,7.3721,287895.884,7.0552,241414.6615,6.507,164095.9448,6.2499,130527.8747,,,,
