trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120104,000006.SZ,2.5712,2.6146,2.5155,2.5155,2.5403,-0.024799999999999933,-0.9763,18416.2,7619.2863,0.1903,1.49,,,,,,,,,,,,,,
20120105,000006.SZ,2.4845,2.5341,2.4721,2.4845,2.5155,-0.030999999999999694,-1.2324,18929.6,7618.0158,0.1956,1.32,,,,,,,,,,,,,,
20120106,000006.SZ,2.4969,2.4969,2.4287,2.4783,2.4845,-0.006200000000000205,-0.2495,12420.0,4931.8449,0.1283,0.77,,,,,,,,,,,,,,
20120109,000006.SZ,2.4845,2.5526,2.4597,2.5464,2.4783,0.06810000000000027,2.7479,25362.32,10286.2135,0.262,1.75,,,,,,,,,,,,,,
20120110,000006.SZ,2.5774,2.658,2.5526,2.6394,2.5464,0.09299999999999997,3.6522,40733.52,17142.0005,0.4209,2.33,2.5328,23172.328,,,,,,,,,,,,
20120111,000006.SZ,2.6394,2.6642,2.6146,2.6332,2.6394,-0.006200000000000205,-0.2349,31783.51,13529.9317,0.3284,1.37,2.5564,25845.79,,,,,,,,,,,,
20120112,000006.SZ,2.6084,2.8996,2.6084,2.8934,2.6332,0.2602000000000002,9.8815,294176.97,136286.9031,3.0395,11.38,2.6381,80895.264,,,,,,,,,,,,
20120113,000006.SZ,2.8314,2.8314,2.6704,2.7137,2.8934,-0.17970000000000041,-6.2107,195901.25,86663.6384,2.0241,2.42,2.6852,117591.514,,,,,,,,,,,,
20120116,000006.SZ,2.6828,2.7385,2.6146,2.6456,2.7137,-0.06809999999999983,-2.5095,66251.03,28568.5527,0.6845,0.56,2.7051,125769.256,,,,,,,,,,,,
20120117,000006.SZ,2.6704,2.7881,2.627,2.7571,2.6456,0.11149999999999993,4.2145,82477.34,36204.0071,0.8522,0.66,2.7286,134118.02,2.6307,78645.174,,,,,,,,,,
20120118,000006.SZ,2.7323,2.7695,2.6766,2.6828,2.7571,-0.07430000000000003,-2.6949,64024.46,28162.3027,0.6615,0.48,2.7385,140566.21,2.6474,83206.0,,,,,,,,,,
20120119,000006.SZ,2.6828,2.7571,2.6704,2.7323,2.6828,0.0495000000000001,1.8451,59650.95,26261.2264,0.6163,0.42,2.7063,93661.006,2.6722,87278.135,,,,,,,,,,
20120120,000006.SZ,2.7323,2.7943,2.7075,2.7819,2.7323,0.049599999999999866,1.8153,66312.39,29560.4375,0.6852,0.71,2.7199,67743.234,2.7026,92667.374,2.6542,75110.7338,,,,,,,,
20120130,000006.SZ,2.7633,2.7633,2.6828,2.6828,2.7819,-0.09909999999999997,-3.5623,46411.81,20302.7336,0.4795,0.69,2.7274,63775.39,2.7162,94772.323,2.667,77264.2423,,,,,,,,
20120131,000006.SZ,2.6828,2.7323,2.6828,2.7199,2.6828,0.03710000000000013,1.3829,22198.23,9670.0611,0.2294,0.35,2.7199,51719.568,2.7243,92918.794,2.6851,77515.6754,,,,,,,,
20120201,000006.SZ,2.7261,2.7261,2.6456,2.6766,2.7199,-0.043299999999999894,-1.592,22194.74,9650.891,0.2293,0.43,2.7187,43353.624,2.7286,91959.917,2.7004,78267.5785,,,,,,,,
20120202,000006.SZ,2.6951,2.7633,2.6642,2.7385,2.6766,0.061900000000000066,2.3126,43332.41,19035.5458,0.4477,1.0,2.7199,40089.916,2.7131,66875.461,2.7152,79649.8931,,,,,,,,
