trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma13,ma_v_13,ma21,ma_v_21,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
20120104,000021.SZ,4.8502,4.8784,4.6532,4.7564,4.8127,-0.05630000000000024,-1.1698,48220.45,24595.5088,0.3659,1.24,,,,,,,,,,,,,,
20120105,000021.SZ,4.7283,4.7283,4.5876,4.6063,4.7564,-0.15010000000000012,-3.1557,42394.06,21014.8731,0.3217,1.05,,,,,,,,,,,,,,
20120106,000021.SZ,4.6251,4.7001,4.5876,4.6908,4.6063,0.08450000000000024,1.8344,44025.77,21740.1563,0.3341,1.06,,,,,,,,,,,,,,
20120109,000021.SZ,4.7001,4.9065,4.6439,4.8878,4.6908,0.19700000000000006,4.1997,70850.09,36439.2198,0.5376,1.71,,,,,,,,,,,,,,
20120110,000021.SZ,4.8784,5.1129,4.8596,5.0942,4.8878,0.20639999999999947,4.2228,124768.51,66308.5886,0.9467,2.58,4.8071,66051.776,,,,,,,,,,,,
20120111,000021.SZ,5.066,5.2818,5.0379,5.1505,5.0942,0.05630000000000024,1.1052,130176.87,71939.5798,0.9878,1.97,4.8859,82443.06,,,,,,,,,,,,
20120112,000021.SZ,5.1411,5.1974,5.0285,5.1035,5.1505,-0.04699999999999971,-0.9125,70859.83,38573.978,0.5377,0.86,4.9854,88136.214,,,,,,,,,,,,
20120113,000021.SZ,5.1129,5.1223,4.8878,4.9065,5.1035,-0.19700000000000006,-3.8601,62961.1,33397.9135,0.4777,0.71,5.0285,91923.28,,,,,,,,,,,,
20120116,000021.SZ,4.8596,4.8784,4.747,4.747,4.9065,-0.15950000000000042,-3.2508,32431.79,16677.3865,0.2461,0.35,5.0003,84239.62,,,,,,,,,,,,
20120117,000021.SZ,4.747,5.0754,4.7377,5.0473,4.747,0.3003,6.3261,70328.9,37015.4552,0.5336,0.83,4.991,73351.698,4.899,69701.737,,,,,,,,,,
20120118,000021.SZ,5.0848,5.1129,4.9628,5.0473,5.0473,0.0,0.0,53814.69,28921.2415,0.4083,0.73,4.9703,58079.262,4.9281,70261.161,,,,,,,,,,
20120119,000021.SZ,5.066,5.1035,4.9722,5.066,5.0473,0.01869999999999994,0.3705,50489.27,27198.3319,0.3831,0.87,4.9628,54005.15,4.9741,71070.682,,,,,,,,,,
20120120,000021.SZ,5.1035,5.1411,5.066,5.1317,5.066,0.06570000000000054,1.2969,49934.12,27203.4318,0.3789,0.92,5.0079,51399.754,5.0182,71661.517,4.9412,65481.1885,,,,,,,,
20120130,000021.SZ,5.1598,5.1598,4.991,5.0097,5.1317,-0.12200000000000077,-2.3774,49882.99,26868.9061,0.3785,0.97,5.0604,54889.994,5.0304,69564.807,4.9607,65609.0762,,,,,,,,
20120131,000021.SZ,5.0285,5.0566,4.9441,5.0473,5.0097,0.0376000000000003,0.7505,29530.31,15749.7036,0.2241,0.54,5.0604,46730.276,5.0257,60040.987,4.9946,64619.5569,,,,,,,,
20120201,000021.SZ,5.0473,5.0848,4.9534,4.9628,5.0473,-0.08450000000000024,-1.6742,30253.55,16181.6988,0.2296,0.65,5.0435,42018.048,5.0069,50048.655,5.0155,63560.1554,,,,,,,,
20120202,000021.SZ,4.9722,5.0566,4.9534,5.0566,4.9628,0.09380000000000077,1.8901,36974.18,19745.98,0.2806,0.88,5.0416,39315.03,5.0022,46660.09,5.0285,60954.3162,,,,,,,,
20120203,000021.SZ,5.0566,5.5539,5.0566,5.3006,5.0566,0.24399999999999977,4.8254,142166.01,79762.1448,1.0787,3.62,5.0754,57761.408,5.0416,54580.581,5.0444,62292.5854,,,,,,,,
20120206,000021.SZ,5.3099,5.3287,5.2067,5.2818,5.3006,-0.018800000000000594,-0.3547,73759.75,41373.6357,0.5597,1.28,5.1298,62536.76,5.0951,58713.377,5.0545,57952.8069,,,,,,,,
20120207,000021.SZ,5.2443,5.2443,5.0942,5.1317,5.2818,-0.15009999999999923,-2.8418,48652.61,26755.036,0.3692,0.78,5.1467,66361.22,5.1036,56545.748,5.0566,56244.5592,,,,,,,,
20120208,000021.SZ,5.1223,5.3944,5.1035,5.3193,5.1317,0.18759999999999977,3.6557,69839.54,39159.1451,0.5299,1.05,5.218,74278.418,5.1308,58148.233,5.0884,56773.67,5.0164,63443.5424,,,,,,
20120209,000021.SZ,5.263,5.3756,5.2536,5.3006,5.3193,-0.01869999999999994,-0.3516,76467.44,43363.056,0.5802,1.03,5.2668,82177.07,5.1542,60746.05,5.131,60161.0277,5.0423,64788.6371,,,,,,
