ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399008.SZ,20120104,776.207,801.659,804.3,776.207,796.981,-20.774,-2.6066,7814865.03,9870459.5206
399008.SZ,20120105,744.04,771.623,771.623,742.395,776.207,-32.167,-4.1441,8551751.83,10400016.7585
399008.SZ,20120106,745.832,740.82,745.832,724.457,744.04,1.792,0.2408,8154974.79,9533970.1403
399008.SZ,20120109,771.822,744.897,771.822,735.639,745.832,25.99,3.4847,11024004.59,12717472.9968
399008.SZ,20120110,803.105,771.526,803.105,769.629,771.822,31.283,4.0531,15726316.16,18902614.0219
399008.SZ,20120111,801.949,802.089,808.572,796.826,803.105,-1.156,-0.1439,12912020.41,15644924.759
399008.SZ,20120112,798.919,798.879,810.858,797.028,801.949,-3.03,-0.3778,11604585.67,14504489.6114
399008.SZ,20120113,768.566,798.548,800.464,764.19,798.919,-30.353,-3.7993,11514379.05,13936738.4864
399008.SZ,20120116,739.261,760.095,761.672,739.261,768.566,-29.305,-3.8129,7476028.14,9035802.6897
399008.SZ,20120117,776.857,737.533,777.013,731.362,739.261,37.596,5.0856,11269345.97,14050493.4553
399008.SZ,20120118,754.334,779.117,784.357,751.798,776.857,-22.523,-2.8992,11715216.91,14739480.8864
399008.SZ,20120119,762.047,752.462,767.116,746.021,754.334,7.713,1.0225,9833224.31,11976288.0355
399008.SZ,20120120,776.256,762.838,778.115,762.152,762.047,14.209,1.8646,8737742.89,10984346.852
399008.SZ,20120130,773.335,779.54,783.876,771.326,776.256,-2.921,-0.3763,7645128.45,9694796.8389
399008.SZ,20120131,772.765,772.422,774.242,764.8,773.335,-0.57,-0.0737,6498243.23,7945933.0306
399008.SZ,20120201,769.395,770.992,782.231,767.419,772.765,-3.37,-0.4361,7346076.91,9145634.2823
399008.SZ,20120202,783.944,771.15,783.944,769.119,769.395,14.549,1.891,8172158.98,10084939.3694
399008.SZ,20120203,798.741,783.72,800.658,781.062,783.944,14.797,1.8875,12344327.0,14820709.6091
399008.SZ,20120206,807.621,800.645,809.253,799.325,798.741,8.88,1.1117,12626018.75,15352311.3313
399008.SZ,20120207,794.041,804.184,804.184,788.128,807.621,-13.58,-1.6815,10441230.43,12552594.6562
399008.SZ,20120208,815.569,792.83,815.569,790.172,794.041,21.528,2.7112,12645320.34,16027415.2786
399008.SZ,20120209,821.876,814.353,828.692,813.126,815.569,6.307,0.7733,15729982.79,19358567.3933
399008.SZ,20120210,825.572,820.427,830.638,819.722,821.876,3.696,0.4497,13395558.22,17037046.1139
399008.SZ,20120213,836.361,818.765,840.951,815.078,825.572,10.789,1.3069,15013609.42,19383810.5972
399008.SZ,20120214,836.323,836.314,839.277,830.635,836.361,-0.038,-0.0045,13158311.16,16139383.6654
399008.SZ,20120215,847.679,835.35,848.819,832.379,836.323,11.356,1.3578,15125029.39,18905271.4272
399008.SZ,20120216,844.916,846.639,854.096,837.264,847.679,-2.763,-0.3259,15880318.03,19035720.0073
399008.SZ,20120217,842.066,846.841,850.918,834.786,844.916,-2.85,-0.3373,13571846.98,16267347.2585
399008.SZ,20120220,844.067,852.75,854.671,843.535,842.066,2.001,0.2376,14430199.57,18642665.7662
399008.SZ,20120221,854.753,843.67,854.753,834.507,844.067,10.686,1.266,13833975.33,17949537.1501
399008.SZ,20120222,874.181,855.65,874.181,855.017,854.753,19.428,2.2729,20070321.39,26523171.4369
399008.SZ,20120223,878.865,874.067,881.242,869.929,874.181,4.684,0.5358,19433208.48,25290664.7927
399008.SZ,20120224,887.123,878.107,887.123,874.716,878.865,8.258,0.9396,18532273.76,23954503.9198
399008.SZ,20120227,889.47,889.284,902.339,889.088,887.123,2.347,0.2646,23160999.03,30540416.6649
399008.SZ,20120228,881.434,885.68,888.306,871.556,889.47,-8.036,-0.9035,17528179.43,23237447.6802
