trade_date,ts_code,up_limit,down_limit
20120104,000005.SZ,4.25,3.47
20120105,000005.SZ,4.25,3.47
20120106,000005.SZ,4.25,3.47
20120109,000005.SZ,4.25,3.47
20120110,000005.SZ,4.25,3.47
20120111,000005.SZ,4.25,3.47
20120112,000005.SZ,4.25,3.47
20120113,000005.SZ,4.25,3.47
20120116,000005.SZ,4.25,3.47
20120117,000005.SZ,4.25,3.47
20120118,000005.SZ,4.25,3.47
20120119,000005.SZ,4.25,3.47
20120120,000005.SZ,4.25,3.47
20120130,000005.SZ,4.25,3.47
20120131,000005.SZ,4.25,3.47
20120201,000005.SZ,4.25,3.47
20120202,000005.SZ,4.25,3.47
20120203,000005.SZ,4.25,3.47
20120206,000005.SZ,4.25,3.47
20120207,000005.SZ,4.25,3.47
20120208,000005.SZ,4.25,3.47
20120209,000005.SZ,4.25,3.47
20120210,000005.SZ,4.25,3.47
20120213,000005.SZ,4.25,3.47
20120214,000005.SZ,4.25,3.47
20120215,000005.SZ,4.25,3.47
20120216,000005.SZ,4.25,3.47
20120217,000005.SZ,4.25,3.47
20120220,000005.SZ,4.25,3.47
20120221,000005.SZ,4.25,3.47
20120222,000005.SZ,4.25,3.47
20120223,000005.SZ,4.25,3.47
20120224,000005.SZ,4.25,3.47
20120227,000005.SZ,4.25,3.47
20120228,000005.SZ,4.25,3.47
20120229,000005.SZ,4.25,3.47
20120301,000005.SZ,4.25,3.47
20120302,000005.SZ,4.25,3.47
20120305,000005.SZ,4.25,3.47
20120306,000005.SZ,4.25,3.47
20120307,000005.SZ,4.25,3.47
20120308,000005.SZ,4.25,3.47
20120309,000005.SZ,4.25,3.47
20120312,000005.SZ,4.25,3.47
20120313,000005.SZ,4.25,3.47
20120314,000005.SZ,4.25,3.47
20120315,000005.SZ,4.25,3.47
20120316,000005.SZ,4.25,3.47
20120319,000005.SZ,4.25,3.47
20120320,000005.SZ,4.25,3.47
20120321,000005.SZ,4.25,3.47
20120322,000005.SZ,4.25,3.47
20120323,000005.SZ,4.25,3.47
20120326,000005.SZ,4.25,3.47
20120327,000005.SZ,4.25,3.47
20120328,000005.SZ,4.25,3.47
20120329,000005.SZ,4.25,3.47
20120330,000005.SZ,4.25,3.47
20120405,000005.SZ,4.25,3.47
20120406,000005.SZ,4.25,3.47
20120409,000005.SZ,4.25,3.47
20120410,000005.SZ,4.25,3.47
20120411,000005.SZ,4.25,3.47
20120412,000005.SZ,4.25,3.47
20120413,000005.SZ,4.25,3.47
20120416,000005.SZ,4.25,3.47
20120417,000005.SZ,4.25,3.47
20120418,000005.SZ,4.25,3.47
20120419,000005.SZ,4.25,3.47
20120420,000005.SZ,4.25,3.47
20120423,000005.SZ,4.25,3.47
20120424,000005.SZ,4.25,3.47
20120425,000005.SZ,4.68,3.83
20120426,000005.SZ,4.77,3.91
20120427,000005.SZ,4.6,3.76
20120502,000005.SZ,4.37,3.57
20120503,000005.SZ,4.25,3.47
20120504,000005.SZ,4.19,3.43
20120507,000005.SZ,4.22,3.46
20120508,000005.SZ,4.15,3.39
20120509,000005.SZ,4.11,3.37
20120510,000005.SZ,4.17,3.41
20120511,000005.SZ,4.09,3.35
20120514,000005.SZ,3.97,3.25
20120515,000005.SZ,4.02,3.29
20120516,000005.SZ,3.96,3.24
20120517,000005.SZ,3.88,3.18
20120518,000005.SZ,3.93,3.21
20120521,000005.SZ,3.93,3.21
20120522,000005.SZ,3.96,3.24
20120523,000005.SZ,3.97,3.25
20120524,000005.SZ,4.05,3.31
20120525,000005.SZ,4.0,3.28
20120528,000005.SZ,3.95,3.23
20120529,000005.SZ,3.87,3.17
20120530,000005.SZ,3.92,3.2
20120531,000005.SZ,3.93,3.21
20120601,000005.SZ,3.88,3.18
20120604,000005.SZ,3.86,3.16
20120605,000005.SZ,3.73,3.05
20120606,000005.SZ,3.75,3.07
20120607,000005.SZ,3.7,3.02
20120608,000005.SZ,3.8,3.11
20120611,000005.SZ,3.73,3.05
20120612,000005.SZ,3.78,3.1
20120613,000005.SZ,3.81,3.11
20120614,000005.SZ,3.82,3.12
20120615,000005.SZ,3.75,3.07
20120618,000005.SZ,3.73,3.05
20120619,000005.SZ,3.73,3.05
